state,party,year
Massachusetts,Republican,1997
Massachusetts,Republican,1998
Massachusetts,Republican,1999
Massachusetts,Republican,2000
Massachusetts,Republican,2001
Washington,Democrat,1997
Washington,Democrat,1998
Washington,Democrat,1999
Washington,Democrat,2000
Washington,Democrat,2001
Washington,Democrat,2002
Washington,Democrat,2003
Washington,Democrat,2004
Washington,Democrat,2005
Indiana,Democrat,1997
Indiana,Democrat,1998
Indiana,Democrat,1999
Indiana,Democrat,2000
Indiana,Democrat,2001
Indiana,Democrat,2002
Indiana,Democrat,2003
West Virginia,Republican,1997
West Virginia,Republican,1998
West Virginia,Republican,1999
West Virginia,Republican,2000
West Virginia,Republican,2001
West Virginia,Republican,1957
West Virginia,Republican,1958
West Virginia,Republican,1959
West Virginia,Republican,1960
West Virginia,Republican,1961
New Hampshire,Democrat,1997
New Hampshire,Democrat,1998
New Hampshire,Democrat,1999
New Hampshire,Democrat,2000
New Hampshire,Democrat,2001
New Hampshire,Democrat,2002
New Hampshire,Democrat,2003
American Samoa,Democrat,1997
American Samoa,Democrat,1998
American Samoa,Democrat,1999
American Samoa,Democrat,2000
American Samoa,Democrat,2001
American Samoa,Democrat,2002
American Samoa,Democrat,2003
Arkansas,Republican,1996
Arkansas,Republican,1997
Arkansas,Republican,1998
Arkansas,Republican,1999
Arkansas,Republican,2000
Arkansas,Republican,2001
Arkansas,Republican,2002
Arkansas,Republican,2003
Arkansas,Republican,2004
Arkansas,Republican,2005
Arkansas,Republican,2006
Arkansas,Republican,2007
Kentucky,Democrat,1995
Kentucky,Democrat,1996
Kentucky,Democrat,1997
Kentucky,Democrat,1998
Kentucky,Democrat,1999
Kentucky,Democrat,2000
Kentucky,Democrat,2001
Kentucky,Democrat,2002
Kentucky,Democrat,2003
Maryland,Democrat,1995
Maryland,Democrat,1996
Maryland,Democrat,1997
Maryland,Democrat,1998
Maryland,Democrat,1999
Maryland,Democrat,2000
Maryland,Democrat,2001
Maryland,Democrat,2002
Maryland,Democrat,2003
Texas,Republican,1995
Texas,Republican,1996
Texas,Republican,1997
Texas,Republican,1998
Texas,Republican,1999
Texas,Republican,2000
Pennsylvania,Republican,1995
Pennsylvania,Republican,1996
Pennsylvania,Republican,1997
Pennsylvania,Republican,1998
Pennsylvania,Republican,1999
Pennsylvania,Republican,2000
Pennsylvania,Republican,2001
Alabama,Republican,1995
Alabama,Republican,1996
Alabama,Republican,1997
Alabama,Republican,1998
Alabama,"Democrat, Republican",1999
Alabama,Democrat,1979
Alabama,Democrat,1980
Alabama,Democrat,1981
Alabama,Democrat,1982
Alabama,"Democrat, Republican",1983
Tennessee,Republican,1995
Tennessee,Republican,1996
Tennessee,Republican,1997
Tennessee,Republican,1998
Tennessee,Republican,1999
Tennessee,Republican,2000
Tennessee,Republican,2001
Tennessee,Republican,2002
Tennessee,Republican,2003
South Carolina,Republican,1995
South Carolina,Republican,1996
South Carolina,Republican,1997
South Carolina,Republican,1998
South Carolina,Republican,1999
Oklahoma,Republican,1995
Oklahoma,Republican,1996
Oklahoma,Republican,1997
Oklahoma,Republican,1998
Oklahoma,Republican,1999
Oklahoma,Republican,2000
Oklahoma,Republican,2001
Oklahoma,Republican,2002
Oklahoma,Republican,2003
Kansas,Republican,1995
Kansas,Republican,1996
Kansas,Republican,1997
Kansas,Republican,1998
Kansas,Republican,1999
Kansas,Republican,2000
Kansas,Republican,2001
Kansas,Republican,2002
Kansas,Republican,2003
South Dakota,Republican,1995
South Dakota,Republican,1996
South Dakota,Republican,1997
South Dakota,Republican,1998
South Dakota,Republican,1999
South Dakota,Republican,2000
South Dakota,Republican,2001
South Dakota,Republican,2002
South Dakota,Republican,2003
South Dakota,Republican,1979
South Dakota,Republican,1980
South Dakota,Republican,1981
South Dakota,Republican,1982
South Dakota,Republican,1983
South Dakota,Republican,1984
South Dakota,Republican,1985
South Dakota,Republican,1986
South Dakota,Republican,1987
Virgin Islands,Republican,1995
Virgin Islands,Republican,1996
Virgin Islands,Republican,1997
Virgin Islands,Republican,1998
Virgin Islands,Republican,1999
Maine,Independent,1995
Maine,Independent,1996
Maine,Independent,1997
Maine,Independent,1998
Maine,Independent,1999
Maine,Independent,2000
Maine,Independent,2001
Maine,Independent,2002
Maine,Independent,2003
Connecticut,Republican,1995
Connecticut,Republican,1996
Connecticut,Republican,1997
Connecticut,Republican,1998
Connecticut,Republican,1999
Connecticut,Republican,2000
Connecticut,Republican,2001
Connecticut,Republican,2002
Connecticut,Republican,2003
Connecticut,Republican,2004
Rhode Island,Republican,1995
Rhode Island,Republican,1996
Rhode Island,Republican,1997
Rhode Island,Republican,1998
Rhode Island,Republican,1999
Rhode Island,Republican,2000
Rhode Island,Republican,2001
Rhode Island,Republican,2002
Rhode Island,Republican,2003
Idaho,Republican,1995
Idaho,Republican,1996
Idaho,Republican,1997
Idaho,Republican,1998
Idaho,Republican,1999
Wyoming,Republican,1995
Wyoming,Republican,1996
Wyoming,Republican,1997
Wyoming,Republican,1998
Wyoming,Republican,1999
Wyoming,Republican,2000
Wyoming,Republican,2001
Wyoming,Republican,2002
Wyoming,Republican,2003
New Mexico,Republican,1995
New Mexico,Republican,1996
New Mexico,Republican,1997
New Mexico,Republican,1998
New Mexico,Republican,1999
New Mexico,Republican,2000
New Mexico,Republican,2001
New Mexico,Republican,2002
New Mexico,Republican,2003
Guam,Democrat,1995
Guam,Democrat,1996
Guam,Democrat,1997
Guam,Democrat,1998
Guam,Democrat,1999
Guam,Democrat,2000
Guam,Democrat,2001
Guam,Democrat,2002
Guam,Democrat,2003
New York,Republican,1995
New York,Republican,1996
New York,Republican,1997
New York,Republican,1998
New York,Republican,1999
New York,Republican,2000
New York,Republican,2001
New York,Republican,2002
New York,Republican,2003
New York,Republican,2004
New York,Republican,2005
New York,Republican,2006
New York,Republican,2007
Alaska,Democrat,1994
Alaska,Democrat,1995
Alaska,Democrat,1996
Alaska,Democrat,1997
Alaska,Democrat,1998
Alaska,Democrat,1999
Alaska,Democrat,2000
Alaska,Democrat,2001
Alaska,Democrat,2002
Hawaii,Democrat,1994
Hawaii,Democrat,1995
Hawaii,Democrat,1996
Hawaii,Democrat,1997
Hawaii,Democrat,1998
Hawaii,Democrat,1999
Hawaii,Democrat,2000
Hawaii,Democrat,2001
Hawaii,Democrat,2002
New Jersey,Republican,1994
New Jersey,Republican,1995
New Jersey,Republican,1996
New Jersey,Republican,1997
New Jersey,Republican,1998
New Jersey,Republican,1999
New Jersey,Republican,2000
New Jersey,Republican,2001
Virginia,Republican,1994
Virginia,Republican,1995
Virginia,Republican,1996
Virginia,Republican,1997
Virginia,Republican,1998
Northern Mariana Islands,Democrat,1994
Northern Mariana Islands,Democrat,1995
Northern Mariana Islands,Democrat,1996
Northern Mariana Islands,Democrat,1997
Northern Mariana Islands,Democrat,1998
Alabama,Democrat,1993
Alabama,Democrat,1994
Alabama,Democrat,1995
South Dakota,Republican,1993
South Dakota,Republican,1994
South Dakota,Republican,1995
Delaware,Democrat,1993
Delaware,Democrat,1994
Delaware,Democrat,1995
Delaware,Democrat,1996
Delaware,Democrat,1997
Delaware,Democrat,1998
Delaware,Democrat,1999
Delaware,Democrat,2000
Delaware,Democrat,2001
Washington,Democrat,1993
Washington,Democrat,1994
Washington,Democrat,1995
Washington,Democrat,1996
Washington,Democrat,1997
Missouri,Democrat,1993
Missouri,Democrat,1994
Missouri,Democrat,1995
Missouri,Democrat,1996
Missouri,Democrat,1997
Missouri,Democrat,1998
Missouri,Democrat,1999
Missouri,Democrat,2000
North Carolina,Democrat,1993
North Carolina,Democrat,1994
North Carolina,Democrat,1995
North Carolina,Democrat,1996
North Carolina,Democrat,1997
North Carolina,Democrat,1998
North Carolina,Democrat,1999
North Carolina,Democrat,2000
North Carolina,Democrat,2001
North Carolina,Democrat,1977
North Carolina,Democrat,1978
North Carolina,Democrat,1979
North Carolina,Democrat,1980
North Carolina,Democrat,1981
North Carolina,Democrat,1982
North Carolina,Democrat,1983
North Carolina,Democrat,1984
North Carolina,Democrat,1985
New Hampshire,Republican,1993
New Hampshire,Republican,1994
New Hampshire,Republican,1995
New Hampshire,Republican,1996
New Hampshire,Republican,1997
Montana,Republican,1993
Montana,Republican,1994
Montana,Republican,1995
Montana,Republican,1996
Montana,Republican,1997
Montana,Republican,1998
Montana,Republican,1999
Montana,Republican,2000
Montana,Republican,2001
American Samoa,Democrat,1993
American Samoa,Democrat,1994
American Samoa,Democrat,1995
American Samoa,Democrat,1996
American Samoa,Democrat,1997
American Samoa,Democrat,1985
American Samoa,Democrat,1986
American Samoa,Democrat,1987
American Samoa,Democrat,1988
American Samoa,Democrat,1989
Utah,Republican,1993
Utah,Republican,1994
Utah,Republican,1995
Utah,Republican,1996
Utah,Republican,1997
Utah,Republican,1998
Utah,Republican,1999
Utah,Republican,2000
Utah,Republican,2001
Utah,Republican,2002
Utah,Republican,2003
Puerto Rico,New Progressive Party (Puerto Rico),1993
Puerto Rico,New Progressive Party (Puerto Rico),1994
Puerto Rico,New Progressive Party (Puerto Rico),1995
Puerto Rico,New Progressive Party (Puerto Rico),1996
Puerto Rico,New Progressive Party (Puerto Rico),1997
Puerto Rico,New Progressive Party (Puerto Rico),1998
Puerto Rico,New Progressive Party (Puerto Rico),1999
Puerto Rico,New Progressive Party (Puerto Rico),2000
Puerto Rico,New Progressive Party (Puerto Rico),2001
Delaware,Republican,1992
Delaware,Republican,1993
North Dakota,Republican,1992
North Dakota,Republican,1993
North Dakota,Republican,1994
North Dakota,Republican,1995
North Dakota,Republican,1996
North Dakota,Republican,1997
North Dakota,Republican,1998
North Dakota,Republican,1999
North Dakota,Republican,2000
Arkansas,Democrat,1992
Arkansas,Democrat,1993
Arkansas,Democrat,1994
Arkansas,Democrat,1995
Arkansas,Democrat,1996
Mississippi,Republican,1992
Mississippi,Republican,1993
Mississippi,Republican,1994
Mississippi,Republican,1995
Mississippi,Republican,1996
Mississippi,Republican,1997
Mississippi,Republican,1998
Mississippi,Republican,1999
Mississippi,Republican,2000
Louisiana,Republican,1992
Louisiana,Republican,1993
Louisiana,Republican,1994
Louisiana,Republican,1995
Louisiana,Republican,1996
Louisiana,Republican,1997
Louisiana,Republican,1998
Louisiana,Republican,1999
Louisiana,Republican,2000
Louisiana,Republican,2001
Louisiana,Republican,2002
Louisiana,Republican,2003
Louisiana,Republican,2004
Kentucky,Democrat,1991
Kentucky,Democrat,1992
Kentucky,Democrat,1993
Kentucky,Democrat,1994
Kentucky,Democrat,1995
Vermont,Democrat,1991
Vermont,Democrat,1992
Vermont,Democrat,1993
Vermont,Democrat,1994
Vermont,Democrat,1995
Vermont,Democrat,1996
Vermont,Democrat,1997
Vermont,Democrat,1998
Vermont,Democrat,1999
Vermont,Democrat,2000
Vermont,Democrat,2001
Vermont,Democrat,2002
Vermont,Democrat,2003
Arizona,Republican,1991
Arizona,Republican,1992
Arizona,Republican,1993
Arizona,Republican,1994
Arizona,Republican,1995
Arizona,Republican,1996
Arizona,Republican,1997
Texas,Democrat,1991
Texas,Democrat,1992
Texas,Democrat,1993
Texas,Democrat,1994
Texas,Democrat,1995
Illinois,Republican,1991
Illinois,Republican,1992
Illinois,Republican,1993
Illinois,Republican,1994
Illinois,Republican,1995
Illinois,Republican,1996
Illinois,Republican,1997
Illinois,Republican,1998
Illinois,Republican,1999
Ohio,Republican,1991
Ohio,Republican,1992
Ohio,Republican,1993
Ohio,Republican,1994
Ohio,Republican,1995
Ohio,Republican,1996
Ohio,Republican,1997
Ohio,Republican,1998
Oregon,Democrat,1991
Oregon,Democrat,1992
Oregon,Democrat,1993
Oregon,Democrat,1994
Oregon,Democrat,1995
Oklahoma,Democrat,1991
Oklahoma,Democrat,1992
Oklahoma,Democrat,1993
Oklahoma,Democrat,1994
Oklahoma,Democrat,1995
Kansas,Democrat,1991
Kansas,Democrat,1992
Kansas,Democrat,1993
Kansas,Democrat,1994
Kansas,Democrat,1995
Georgia,Democrat,1991
Georgia,Democrat,1992
Georgia,Democrat,1993
Georgia,Democrat,1994
Georgia,Democrat,1995
Georgia,Democrat,1996
Georgia,Democrat,1997
Georgia,Democrat,1998
Georgia,Democrat,1999
Vermont,Republican,1991
Vermont,Republican,1977
Vermont,Republican,1978
Vermont,Republican,1979
Vermont,Republican,1980
Vermont,Republican,1981
Vermont,Republican,1982
Vermont,Republican,1983
Vermont,Republican,1984
Vermont,Republican,1985
Connecticut,Independent,1991
Connecticut,Independent,1992
Connecticut,Independent,1993
Connecticut,Independent,1994
Connecticut,Independent,1995
Nebraska,Democrat,1991
Nebraska,Democrat,1992
Nebraska,Democrat,1993
Nebraska,Democrat,1994
Nebraska,Democrat,1995
Nebraska,Democrat,1996
Nebraska,Democrat,1997
Nebraska,Democrat,1998
Nebraska,Democrat,1999
Florida,Democrat,1991
Florida,Democrat,1992
Florida,Democrat,1993
Florida,Democrat,1994
Florida,Democrat,1995
Florida,Democrat,1996
Florida,Democrat,1997
Florida,Democrat,1998
California,Republican,1991
California,Republican,1992
California,Republican,1993
California,Republican,1994
California,Republican,1995
California,Republican,1996
California,Republican,1997
California,Republican,1998
California,Republican,1999
Minnesota,Republican,1991
Minnesota,Republican,1992
Minnesota,Republican,1993
Minnesota,Republican,1994
Minnesota,Republican,1995
Minnesota,Republican,1996
Minnesota,Republican,1997
Minnesota,Republican,1998
Minnesota,Republican,1999
Massachusetts,Republican,1991
Massachusetts,Republican,1992
Massachusetts,Republican,1993
Massachusetts,Republican,1994
Massachusetts,Republican,1995
Massachusetts,Republican,1996
Massachusetts,Republican,1997
New Mexico,Democrat,1991
New Mexico,Democrat,1992
New Mexico,Democrat,1993
New Mexico,Democrat,1994
New Mexico,Democrat,1995
New Mexico,Democrat,1979
New Mexico,Democrat,1980
New Mexico,Democrat,1981
New Mexico,Democrat,1982
New Mexico,Democrat,1983
New Mexico,Democrat,1971
New Mexico,Democrat,1972
New Mexico,Democrat,1973
New Mexico,Democrat,1974
New Mexico,Democrat,1975
Michigan,Republican,1991
Michigan,Republican,1992
Michigan,Republican,1993
Michigan,Republican,1994
Michigan,Republican,1995
Michigan,Republican,1996
Michigan,Republican,1997
Michigan,Republican,1998
Michigan,Republican,1999
Michigan,Republican,2000
Michigan,Republican,2001
Michigan,Republican,2002
Michigan,Republican,2003
Rhode Island,Democrat,1991
Rhode Island,Democrat,1992
Rhode Island,Democrat,1993
Rhode Island,Democrat,1994
Rhode Island,Democrat,1995
Alaska,Independent,1990
Alaska,Independent,1991
Alaska,Independent,1992
Alaska,Independent,1993
Alaska,Independent,1994
Alaska,Independent,1966
Alaska,Independent,1967
Alaska,Independent,1968
Alaska,Independent,1969
New Jersey,Democrat,1990
New Jersey,Democrat,1991
New Jersey,Democrat,1992
New Jersey,Democrat,1993
New Jersey,Democrat,1994
Virginia,Democrat,1990
Virginia,Democrat,1991
Virginia,Democrat,1992
Virginia,Democrat,1993
Virginia,Democrat,1994
Northern Mariana Islands,Republican,1990
Northern Mariana Islands,Republican,1991
Northern Mariana Islands,Republican,1992
Northern Mariana Islands,Republican,1993
Northern Mariana Islands,Republican,1994
West Virginia,Democrat,1989
West Virginia,Democrat,1990
West Virginia,Democrat,1991
West Virginia,Democrat,1992
West Virginia,Democrat,1993
West Virginia,Democrat,1994
West Virginia,Democrat,1995
West Virginia,Democrat,1996
West Virginia,Democrat,1997
Indiana,Democrat,1989
Indiana,Democrat,1990
Indiana,Democrat,1991
Indiana,Democrat,1992
Indiana,Democrat,1993
Indiana,Democrat,1994
Indiana,Democrat,1995
Indiana,Democrat,1996
Indiana,Democrat,1997
New Hampshire,Republican,1989
New Hampshire,Republican,1990
New Hampshire,Republican,1991
New Hampshire,Republican,1992
New Hampshire,Republican,1993
Nevada,Democrat,1989
Nevada,Democrat,1990
Nevada,Democrat,1991
Nevada,Democrat,1992
Nevada,Democrat,1993
Nevada,Democrat,1994
Nevada,Democrat,1995
Nevada,Democrat,1996
Nevada,Democrat,1997
Nevada,Democrat,1998
Nevada,Democrat,1999
American Samoa,Republican,1989
American Samoa,Republican,1990
American Samoa,Republican,1991
American Samoa,Republican,1992
American Samoa,Republican,1993
American Samoa,Republican,1978
American Samoa,Republican,1979
American Samoa,Republican,1980
American Samoa,Republican,1981
American Samoa,Republican,1982
American Samoa,Republican,1983
American Samoa,Republican,1984
American Samoa,Republican,1985
American Samoa,Republican,1956
American Samoa,Republican,1957
American Samoa,Republican,1958
American Samoa,Republican,1959
American Samoa,Republican,1960
American Samoa,Republican,1961
Montana,Republican,1989
Montana,Republican,1990
Montana,Republican,1991
Montana,Republican,1992
Montana,Republican,1993
Louisiana,Democrat,1988
Louisiana,Democrat,1989
Louisiana,Democrat,1990
Louisiana,Democrat,1991
Louisiana,Democrat,1992
Louisiana,Democrat,1972
Louisiana,Democrat,1973
Louisiana,Democrat,1974
Louisiana,Democrat,1975
Louisiana,Democrat,1976
Louisiana,Democrat,1977
Louisiana,Democrat,1978
Louisiana,Democrat,1979
Louisiana,Democrat,1980
Louisiana,Democrat,1988
Louisiana,Democrat,1989
Louisiana,Democrat,1990
Louisiana,Republican,1991
Louisiana,"Democrat, Republican",1992
Arizona,Democrat,1988
Arizona,Democrat,1989
Arizona,Democrat,1990
Arizona,Democrat,1991
Mississippi,Democrat,1988
Mississippi,Democrat,1989
Mississippi,Democrat,1990
Mississippi,Democrat,1991
Mississippi,Democrat,1992
Kentucky,Democrat,1987
Kentucky,Democrat,1988
Kentucky,Democrat,1989
Kentucky,Democrat,1990
Kentucky,Democrat,1991
Maryland,Democrat,1987
Maryland,Democrat,1988
Maryland,Democrat,1989
Maryland,Democrat,1990
Maryland,Democrat,1991
Maryland,Democrat,1992
Maryland,Democrat,1993
Maryland,Democrat,1994
Maryland,Democrat,1995
Pennsylvania,Democrat,1987
Pennsylvania,Democrat,1988
Pennsylvania,Democrat,1989
Pennsylvania,Democrat,1990
Pennsylvania,Democrat,1991
Pennsylvania,Democrat,1992
Pennsylvania,Democrat,1993
Pennsylvania,Democrat,1994
Pennsylvania,Democrat,1995
Texas,Republican,1987
Texas,Republican,1988
Texas,Republican,1989
Texas,Republican,1990
Texas,Republican,1991
Texas,Republican,1979
Texas,Republican,1980
Texas,Republican,1981
Texas,Republican,1982
Texas,Republican,1983
Alabama,Republican,1987
Alabama,Republican,1988
Alabama,Republican,1989
Alabama,Republican,1990
Alabama,Republican,1991
Alabama,Republican,1992
